Var1 Var2 loglik
1 19_28711861 19_28711861 -862.788291708781
2 19_28714631 19_28711861 -862.661678942311
3 19_28717401 19_28711861 -862.51194473109
4 19_28720171 19_28711861 -862.36392130633
5 19_28730951 19_28711861 -862.175404886318
6 19_28738709 19_28711861 -861.982415468465
7 19_28746466 19_28711861 -861.794255088184
8 19_28754224 19_28711861 -861.609229305457
9 19_28759411 19_28711861 -861.429059502522
10 19_28764166 19_28711861 -861.258348363668
11 19_28768921 19_28711861 -861.091699386607
12 19_28771409 19_28711861 -860.928216887073
13 19_28773513 19_28711861 -860.76594635445
14 19_28775617 19_28711861 -860.607255054386
15 19_28777722 19_28711861 -860.442630257439
16 19_28779826 19_28711861 -860.331568501814
17 19_28781930 19_28711861 -860.227237637667
18 19_28784034 19_28711861 -860.129837708129
19 19_28786138 19_28711861 -860.039551143884
20 19_28788242 19_28711861 -859.956541587852
21 19_28790346 19_28711861 -859.880952205204
22 19_28792691 19_28711861 -859.807153945663
23 19_28939708 19_28711861 -859.71725347494
24 19_28966461 19_28711861 -859.573396203829
25 19_28979138 19_28711861 -859.445586846866
26 19_28991815 19_28711861 -859.335002889876
27 19_29004492 19_28711861 -859.208334112054
28 19_29017169 19_28711861 -859.080490394022
29 19_29029846 19_28711861 -859.196162979315
30 19_29089975 19_28711861 -859.476915383567
31 19_29244528 19_28711861 -859.704548981485
32 19_29367672 19_28711861 -859.922730552651
33 19_29395445 19_28711861 -859.911776831032
34 19_29423219 19_28711861 -859.810176634403
35 19_29450992 19_28711861 -859.729292174098
36 19_29551490 19_28711861 -859.635890886435
37 19_29699985 19_28711861 -859.587772465185
38 19_29826905 19_28711861 -859.498708275589
39 19_29868828 19_28711861 -859.407266648822
40 19_29898206 19_28711861 -859.327679967981
41 19_29927583 19_28711861 -859.254290845153
42 19_29939649 19_28711861 -859.184432932132
43 19_29945780 19_28711861 -859.066024879782
44 19_29951911 19_28711861 -858.90523683528
45 19_29958042 19_28711861 -858.136040226228
46 19_30077227 19_28711861 -858.221505492719
47 19_30166670 19_28711861 -858.074641780239
48 19_30172106 19_28711861 -857.473334233458
49 19_30177542 19_28711861 -856.946415763858
50 19_30181155 19_28711861 -856.323021546143
51 19_30181489 19_28711861 -855.626179405439
52 19_30181824 19_28711861 -855.069878978961
53 19_30198765 19_28711861 -854.669911232709
54 19_30223345 19_28711861 -854.626876421253
55 19_30235407 19_28711861 -854.547924143999
56 19_30239974 19_28711861 -854.467965478281
57 19_30244541 19_28711861 -854.388779439496
58 19_30249108 19_28711861 -854.310254841345
59 19_30253675 19_28711861 -854.232656956637
60 19_30258951 19_28711861 -854.155972227682
61 19_30270322 19_28711861 -854.080213488601
62 19_30281692 19_28711861 -854.00540961561
63 19_30322270 19_28711861 -853.931736254092
64 19_30431504 19_28711861 -853.859628230344
65 19_30438286 19_28711861 -853.789156784177
66 19_30445067 19_28711861 -853.71966836374
67 19_30451849 19_28711861 -853.651096889583
68 19_30574351 19_28711861 -853.582344258397
69 19_30671049 19_28711861 -853.259721129174
70 19_30676947 19_28711861 -853.003051658819
71 19_30682620 19_28711861 -852.512916581915
72 19_30688292 19_28711861 -852.115155911946
73 19_30695028 19_28711861 -851.813955009287
74 19_30713997 19_28711861 -851.909979939034
75 19_30732967 19_28711861 -852.227733080755
76 19_30751936 19_28711861 -852.206418350806
77 19_30770905 19_28711861 -852.063393575166
78 19_30789875 19_28711861 -851.948354367823
79 19_30822913 19_28711861 -851.870654297888
80 19_30871283 19_28711861 -851.819995580637
81 19_30875645 19_28711861 -851.770340023604
82 19_30880007 19_28711861 -851.720899540825
83 19_30948074 19_28711861 -851.654439780669
84 19_31046561 19_28711861 -849.961466046684
85 19_31048782 19_28711861 -849.055237847247
86 19_31051002 19_28711861 -848.395659986363
87 19_31053222 19_28711861 -848.083864125261
88 19_31055443 19_28711861 -848.178578971564
89 19_31057663 19_28711861 -848.667761128509
90 19_31071475 19_28711861 -848.603273325767
91 19_31171120 19_28711861 -848.545498386517
92 19_31192742 19_28711861 -848.915296428063
93 19_31202783 19_28711861 -848.732984645058
94 19_31205947 19_28711861 -848.600394832049
95 19_31209112 19_28711861 -848.519591217893
96 19_31212276 19_28711861 -848.162637264944
97 19_31215441 19_28711861 -847.823698140832
98 19_31218605 19_28711861 -847.527738912802
99 19_31221770 19_28711861 -847.278061574996
100 19_31224934 19_28711861 -847.076816728507
101 19_31228099 19_28711861 -846.976250274401
102 19_31230108 19_28711861 -846.501524944872
103 19_31231863 19_28711861 -846.052845625387
104 19_31233618 19_28711861 -845.997971414855
105 19_31235372 19_28711861 -846.053497782345
106 19_31237127 19_28711861 -846.208609876167
107 19_31238882 19_28711861 -846.44645659756
108 19_31240713 19_28711861 -846.748126860782
109 19_31243877 19_28711861 -847.096417015208
110 19_31256110 19_28711861 -847.233537258285
111 19_31277732 19_28711861 -847.246293109701
112 19_31299355 19_28711861 -847.261018375797
113 19_31320977 19_28711861 -847.277698366004
114 19_31342599 19_28711861 -847.296175262107
115 19_31364221 19_28711861 -847.316380877327
116 19_31385844 19_28711861 -847.344844335957
117 19_31438160 19_28711861 -847.368444794877
118 19_31447073 19_28711861 -847.288075884592
119 19_31449927 19_28711861 -847.110949095592
120 19_31452781 19_28711861 -846.653578813483
121 19_31455635 19_28711861 -846.600723398444
122 19_31458735 19_28711861 -846.571112481086
123 19_31466155 19_28711861 -846.586471458108
124 19_31543307 19_28711861 -846.596219500732
125 19_31558043 19_28711861 -846.595898852253
126 19_31572779 19_28711861 -844.705023182211
127 19_31587516 19_28711861 -844.539224847202
128 19_31653333 19_28711861 -844.437683451377
129 19_31694598 19_28711861 -844.39353836717
130 19_31735863 19_28711861 -844.394543758061
131 19_31777128 19_28711861 -844.390378380967
132 19_31814623 19_28711861 -844.385580845666
133 19_31816895 19_28711861 -844.380596416095
134 19_31819167 19_28711861 -844.375885930429
135 19_31821439 19_28711861 -844.085221577709
136 19_31903650 19_28711861 -843.922836923455
137 19_31927743 19_28711861 -843.737973212087
138 19_31951836 19_28711861 -843.581715171886
139 19_32054356 19_28711861 -843.343489235129
140 19_32082893 19_28711861 -843.07553026332
141 19_32111430 19_28711861 -843.156740206376
142 19_32139966 19_28711861 -842.876452409367
143 19_32168503 19_28711861 -842.783665550021
144 19_32197040 19_28711861 -842.727124304829
145 19_32252908 19_28711861 -842.869714913337
146 19_32437021 19_28711861 -837.970474801396
147 19_32455155 19_28711861 -837.463777233646
148 19_32473289 19_28711861 -837.39803272874
149 19_32491424 19_28711861 -837.332047130504
150 19_32504071 19_28711861 -837.260464348522
151 19_32509776 19_28711861 -836.712495296662
152 19_32515498 19_28711861 -836.264552410489
153 19_32521248 19_28711861 -835.531814084633
154 19_32526997 19_28711861 -835.256023202118
155 19_32532746 19_28711861 -834.491682105929
156 19_32538495 19_28711861 -833.766299842546
157 19_32553828 19_28711861 -833.084530772121
158 19_32570619 19_28711861 -832.45041992002
159 19_32587410 19_28711861 -831.865477930174
160 19_32604201 19_28711861 -831.337008327063
161 19_32636598 19_28711861 -830.863478328485
162 19_32670407 19_28711861 -830.332618728272
163 19_32704215 19_28711861 -829.601072004114
164 19_32718469 19_28711861 -828.607732666304
165 19_32723063 19_28711861 -828.413698033149
166 19_32727657 19_28711861 -828.051342195985
167 19_32732250 19_28711861 -827.712689079128
168 19_32736844 19_28711861 -827.222741174897
169 19_32748650 19_28711861 -827.013497720752
170 19_32761174 19_28711861 -826.895323721912
171 19_32773697 19_28711861 -826.804396036272
172 19_32822102 19_28711861 -826.718656127863
173 19_32864464 19_28711861 -826.408692136453
174 19_32868705 19_28711861 -825.934937012666
175 19_32872946 19_28711861 -825.361586885179
176 19_32877188 19_28711861 -824.906560088183
177 19_32881429 19_28711861 -824.580406716871
178 19_32885671 19_28711861 -824.378325859078
179 19_32917514 19_28711861 -824.376237836843
180 19_32924036 19_28711861 -824.441647522451
181 19_32930557 19_28711861 -824.414890541076
182 19_32939488 19_28711861 -824.390291830907
183 19_32948350 19_28711861 -824.3666907345
184 19_32957213 19_28711861 -824.344982484174
185 19_32963717 19_28711861 -824.325523303993
186 19_32969874 19_28711861 -824.308285999755
187 19_32976031 19_28711861 -824.210023967777
188 19_32982188 19_28711861 -823.955245101956
