Var1 Var2 loglik
1 19_26900628 19_26900628 -903.874542520874
2 19_26901215 19_26900628 -903.461184654666
3 19_26901803 19_26900628 -903.100244617058
4 19_26902390 19_26900628 -902.797791088598
5 19_26905901 19_26900628 -902.556380429129
6 19_26909897 19_26900628 -902.374973245985
7 19_26986720 19_26900628 -902.167951891425
8 19_26986998 19_26900628 -901.739090957602
9 19_26987276 19_26900628 -901.333666968479
10 19_26987554 19_26900628 -900.953718309475
11 19_26988057 19_26900628 -900.601053874496
12 19_26989339 19_26900628 -900.277205528152
13 19_26991692 19_26900628 -899.983390083977
14 19_27134620 19_26900628 -899.041521839916
15 19_27135444 19_26900628 -898.074259651342
16 19_27136269 19_26900628 -897.495475935606
17 19_27381090 19_26900628 -899.296710199787
18 19_27491492 19_26900628 -898.978289669934
19 19_27491815 19_26900628 -899.629267468222
20 19_27492138 19_26900628 -901.340719878669
21 19_27536651 19_26900628 -901.911392099272
22 19_27541278 19_26900628 -901.993320854416
23 19_27545905 19_26900628 -902.080096798639
24 19_27600054 19_26900628 -902.167762719019
25 19_27604802 19_26900628 -902.248496603029
26 19_27609550 19_26900628 -902.319865128039
27 19_27662666 19_26900628 -906.448095934966
28 19_27666470 19_26900628 -906.490779604229
29 19_27670273 19_26900628 -906.535200669759
30 19_27765374 19_26900628 -906.594105342882
31 19_27811657 19_26900628 -907.987280312461
32 19_27845848 19_26900628 -908.941447544099
33 19_27880039 19_26900628 -908.888507669039
34 19_27914230 19_26900628 -908.839329766883
35 19_27948421 19_26900628 -908.913119260152
36 19_27982612 19_26900628 -909.234590856386
37 19_28008491 19_26900628 -909.351096295399
38 19_28029718 19_26900628 -909.547450813943
39 19_28037254 19_26900628 -909.62243914887
40 19_28040225 19_26900628 -909.812031539816
41 19_28043197 19_26900628 -910.118034614239
42 19_28046169 19_26900628 -910.057376114302
43 19_28049140 19_26900628 -909.96024410328
44 19_28052112 19_26900628 -910.073303451642
45 19_28055084 19_26900628 -910.231326837097
46 19_28058055 19_26900628 -910.386310059753
47 19_28061027 19_26900628 -910.306091988393
48 19_28063998 19_26900628 -910.238940997862
49 19_28066347 19_26900628 -910.19035714848
50 19_28066583 19_26900628 -910.146306866569
51 19_28066818 19_26900628 -910.106870571887
52 19_28072860 19_26900628 -910.072116171612
53 19_28081013 19_26900628 -910.042097243819
54 19_28089166 19_26900628 -910.016797214678
55 19_28102914 19_26900628 -910.047461308473
56 19_28174689 19_26900628 -910.071430212836
57 19_28190324 19_26900628 -910.338965442298
58 19_28205958 19_26900628 -910.628175503815
59 19_28276718 19_26900628 -910.595079159548
60 19_28433340 19_26900628 -909.261830877042
61 19_28433429 19_26900628 -909.259313471574
62 19_28433519 19_26900628 -909.257337900597
63 19_28433608 19_26900628 -909.25590435932
64 19_28434587 19_26900628 -909.255012705291
65 19_28435733 19_26900628 -909.255789269769
66 19_28448079 19_26900628 -909.256727768976
67 19_28502530 19_26900628 -910.401531352127
68 19_28510569 19_26900628 -910.394927043957
69 19_28518489 19_26900628 -910.39208379183
70 19_28519386 19_26900628 -910.741025661956
71 19_28519882 19_26900628 -911.162773841343
72 19_28520378 19_26900628 -911.642009067173
73 19_28520873 19_26900628 -911.930327894607
74 19_28521369 19_26900628 -911.962694503449
75 19_28521865 19_26900628 -912.005353922507
76 19_28616997 19_26900628 -912.039894846553
77 19_28711861 19_26900628 -912.038618161038
78 19_28714631 19_26900628 -912.039915035106
79 19_28717401 19_26900628 -912.035003747798
80 19_28720171 19_26900628 -912.030730188938
81 19_28730951 19_26900628 -912.032739955453
82 19_28738709 19_26900628 -912.036335625342
83 19_28746466 19_26900628 -912.039861860221
84 19_28754224 19_26900628 -912.043829388669
85 19_28759411 19_26900628 -912.048288893743
86 19_28764166 19_26900628 -912.053227366014
87 19_28768921 19_26900628 -912.058760429994
88 19_28771409 19_26900628 -912.096471527709
89 19_28773513 19_26900628 -912.09623458987
90 19_28775617 19_26900628 -912.085043787629
91 19_28777722 19_26900628 -912.081350918132
92 19_28779826 19_26900628 -912.137427359377
93 19_28781930 19_26900628 -912.228309530806
94 19_28784034 19_26900628 -912.353968331414
95 19_28786138 19_26900628 -912.514021395261
96 19_28788242 19_26900628 -912.707742578916
97 19_28790346 19_26900628 -912.934080700302
98 19_28792691 19_26900628 -913.191725748658
99 19_28939708 19_26900628 -913.263729410026
100 19_28966461 19_26900628 -913.386749876476
101 19_28979138 19_26900628 -913.52541035799
102 19_28991815 19_26900628 -913.678804479133
103 19_29004492 19_26900628 -913.695778679896
104 19_29017169 19_26900628 -913.691756908548
105 19_29029846 19_26900628 -913.484600945273
106 19_29089975 19_26900628 -913.384031923474
107 19_29244528 19_26900628 -914.662342905966
108 19_29367672 19_26900628 -915.206688277238
109 19_29395445 19_26900628 -915.41038092009
110 19_29423219 19_26900628 -915.697684841587
111 19_29450992 19_26900628 -915.778166233431
112 19_29551490 19_26900628 -915.833321569397
113 19_29699985 19_26900628 -916.811609043865
114 19_29826905 19_26900628 -916.837082200914
115 19_29868828 19_26900628 -916.873722105685
116 19_29898206 19_26900628 -916.913242080405
117 19_29927583 19_26900628 -916.954210205269
118 19_29939649 19_26900628 -916.994621134825
119 19_29945780 19_26900628 -916.868523379484
120 19_29951911 19_26900628 -916.806825108229
121 19_29958042 19_26900628 -917.281854926005
122 19_30077227 19_26900628 -917.334510275293
123 19_30166670 19_26900628 -917.137582232536
124 19_30172106 19_26900628 -916.844031808221
125 19_30177542 19_26900628 -916.598187744557
126 19_30181155 19_26900628 -916.41674062311
127 19_30181489 19_26900628 -916.318894764369
128 19_30181824 19_26900628 -916.307624304688
129 19_30198765 19_26900628 -916.381480607137
130 19_30223345 19_26900628 -916.432778509364
131 19_30235407 19_26900628 -916.464788087336
132 19_30239974 19_26900628 -916.496505060221
133 19_30244541 19_26900628 -916.528627990492
