Var1 Var2 loglik
1 19_32885671 19_32885671 -820.374763155104
2 19_32917514 19_32885671 -820.175753823345
3 19_32924036 19_32885671 -820.045397229008
4 19_32930557 19_32885671 -820.032673614247
5 19_32939488 19_32885671 -820.020909796176
6 19_32948350 19_32885671 -820.034059282249
7 19_32957213 19_32885671 -820.053936098853
8 19_32963717 19_32885671 -820.073767489057
9 19_32969874 19_32885671 -820.093747377083
10 19_32976031 19_32885671 -820.132495808791
11 19_32982188 19_32885671 -820.221451736366
12 19_32988345 19_32885671 -820.343588665581
13 19_32994548 19_32885671 -820.482850054032
14 19_33003722 19_32885671 -820.568922044064
15 19_33012897 19_32885671 -820.624104470425
16 19_33021521 19_32885671 -820.744363463993
17 19_33026219 19_32885671 -821.013523133557
18 19_33031442 19_32885671 -821.190778241975
19 19_33036664 19_32885671 -821.34774630965
20 19_33043094 19_32885671 -821.28350084135
21 19_33062165 19_32885671 -821.215829496321
22 19_33070659 19_32885671 -821.152249524174
23 19_33079153 19_32885671 -821.096666445141
24 19_33180334 19_32885671 -821.049014122038
25 19_33344193 19_32885671 -820.757877414243
26 19_33508051 19_32885671 -820.318754720409
27 19_33671910 19_32885671 -820.143383132386
28 19_33835768 19_32885671 -820.111271044782
29 19_33999626 19_32885671 -819.962304679538
30 19_34034981 19_32885671 -819.180772887553
31 19_34038599 19_32885671 -818.495871490238
32 19_34042217 19_32885671 -818.016011639775
33 19_34056872 19_32885671 -817.926055695435
34 19_34062754 19_32885671 -817.998035968006
35 19_34068636 19_32885671 -818.358538867087
36 19_34096619 19_32885671 -819.155986797343
37 19_34132400 19_32885671 -819.220094644684
38 19_34168181 19_32885671 -819.291451504431
39 19_34203962 19_32885671 -818.88872980263
40 19_34282346 19_32885671 -816.357618516271
41 19_34284190 19_32885671 -815.94167043288
42 19_34286034 19_32885671 -815.57018302006
43 19_34287879 19_32885671 -815.225884406091
44 19_34289723 19_32885671 -814.906258990838
45 19_34291568 19_32885671 -814.607473623976
46 19_34317647 19_32885671 -814.32179951336
47 19_34317951 19_32885671 -814.050250874941
48 19_34318256 19_32885671 -813.805204363841
49 19_34367155 19_32885671 -813.639064036828
50 19_34427004 19_32885671 -813.64565626831
51 19_34430634 19_32885671 -813.652060877858
52 19_34434265 19_32885671 -813.658521556508
53 19_34470255 19_32885671 -813.655925049381
54 19_34528859 19_32885671 -813.622964704333
55 19_34567314 19_32885671 -813.593849289073
56 19_34605769 19_32885671 -813.571455324863
57 19_34625797 19_32885671 -813.556409744511
58 19_34628748 19_32885671 -813.530545804205
59 19_34631700 19_32885671 -813.509345096353
60 19_34643690 19_32885671 -813.498342136524
61 19_34682145 19_32885671 -813.408777055169
62 19_34701660 19_32885671 -812.657515384951
63 19_34707402 19_32885671 -812.277614617488
64 19_34713145 19_32885671 -812.320904092345
65 19_34720970 19_32885671 -812.466126333837
66 19_34786999 19_32885671 -812.419495133639
67 19_34858054 19_32885671 -812.96621575141
68 19_34880257 19_32885671 -813.435947905004
69 19_34895441 19_32885671 -813.955993523928
70 19_34910625 19_32885671 -814.210535716861
71 19_34928124 19_32885671 -814.606640539019
72 19_34999178 19_32885671 -814.821525232347
73 19_35070233 19_32885671 -815.010662746037
74 19_35121225 19_32885671 -815.885126064319
75 19_35170959 19_32885671 -816.08368810147
76 19_35220692 19_32885671 -816.205099441069
77 19_35269815 19_32885671 -816.332436856098
78 19_35286075 19_32885671 -816.465784290899
79 19_32885671 19_32917514 -819.749954681766
80 19_32917514 19_32917514 -819.535452987846
81 19_32924036 19_32917514 -819.402092973193
82 19_32930557 19_32917514 -819.389363901208
83 19_32939488 19_32917514 -819.377600399522
84 19_32948350 19_32917514 -819.390726693953
85 19_32957213 19_32917514 -819.410575416601
86 19_32963717 19_32917514 -819.430379956881
87 19_32969874 19_32917514 -819.450334677312
88 19_32976031 19_32917514 -819.488985522895
89 19_32982188 19_32917514 -819.577698133596
90 19_32988345 19_32917514 -819.699649434336
91 19_32994548 19_32917514 -819.838738430664
92 19_33003722 19_32917514 -819.924615792463
93 19_33012897 19_32917514 -819.979509217655
94 19_33021521 19_32917514 -820.099582892724
95 19_33026219 19_32917514 -820.369288554393
96 19_33031442 19_32917514 -820.546281822488
97 19_33036664 19_32917514 -820.703044965485
98 19_33043094 19_32917514 -820.638767673154
99 19_33062165 19_32917514 -820.571099749037
100 19_33070659 19_32917514 -820.507535612445
101 19_33079153 19_32917514 -820.451972331746
102 19_33180334 19_32917514 -820.404342804441
103 19_33344193 19_32917514 -820.113274506435
104 19_33508051 19_32917514 -819.673691089256
105 19_33671910 19_32917514 -819.49849041087
106 19_33835768 19_32917514 -819.467084599297
107 19_33999626 19_32917514 -819.315201294586
108 19_34034981 19_32917514 -818.528685911239
109 19_34038599 19_32917514 -817.839107259749
110 19_34042217 19_32917514 -817.355089144079
111 19_34056872 19_32917514 -817.261120697133
112 19_34062754 19_32917514 -817.329212120553
113 19_34068636 19_32917514 -817.688255368942
114 19_34096619 19_32917514 -818.487213959079
115 19_34132400 19_32917514 -818.551405505308
116 19_34168181 19_32917514 -818.622851720872
117 19_34203962 19_32917514 -818.217965718783
118 19_34282346 19_32917514 -815.674300600103
119 19_34284190 19_32917514 -815.256633278971
120 19_34286034 19_32917514 -814.883621738394
121 19_34287879 19_32917514 -814.537892207331
122 19_34289723 19_32917514 -814.216931999524
123 19_34291568 19_32917514 -813.916908975676
124 19_34317647 19_32917514 -813.630236005723
125 19_34317951 19_32917514 -813.358105413562
126 19_34318256 19_32917514 -813.112560728703
127 19_34367155 19_32917514 -812.946100292472
128 19_34427004 19_32917514 -812.952695941077
129 19_34430634 19_32917514 -812.959103759813
130 19_34434265 19_32917514 -812.965567835207
131 19_34470255 19_32917514 -812.962939888645
132 19_34528859 19_32917514 -812.929905399343
133 19_34567314 19_32917514 -812.900740206223
134 19_34605769 19_32917514 -812.878325738644
135 19_34625797 19_32917514 -812.863290839871
136 19_34628748 19_32917514 -812.83759874742
137 19_34631700 19_32917514 -812.816627286694
138 19_34643690 19_32917514 -812.805871557415
139 19_34682145 19_32917514 -812.716583282092
140 19_34701660 19_32917514 -811.966352992364
141 19_34707402 19_32917514 -811.588544643255
142 19_34713145 19_32917514 -811.632991378423
143 19_34720970 19_32917514 -811.778641879525
144 19_34786999 19_32917514 -811.732426913385
145 19_34858054 19_32917514 -812.278957184957
146 19_34880257 19_32917514 -812.747954571536
147 19_34895441 19_32917514 -813.267303554805
148 19_34910625 19_32917514 -813.521724348715
149 19_34928124 19_32917514 -813.917692781741
150 19_34999178 19_32917514 -814.132002982019
151 19_35070233 19_32917514 -814.321279062923
152 19_35121225 19_32917514 -815.198443341308
153 19_35170959 19_32917514 -815.397320062089
154 19_35220692 19_32917514 -815.51884504387
155 19_35269815 19_32917514 -815.646305104474
156 19_35286075 19_32917514 -815.779784385732
157 19_32885671 19_32924036 -819.73645504006
158 19_32917514 19_32924036 -819.519990094118
159 19_32924036 19_32924036 -819.382734065538
160 19_32930557 19_32924036 -819.37002353194
161 19_32939488 19_32924036 -819.358281838671
162 19_32948350 19_32924036 -819.371330961948
163 19_32957213 19_32924036 -819.391076464264
164 19_32963717 19_32924036 -819.410777833643
165 19_32969874 19_32924036 -819.430629688871
166 19_32976031 19_32924036 -819.469167416284
167 19_32982188 19_32924036 -819.557731298046
168 19_32988345 19_32924036 -819.679609549328
169 19_32994548 19_32924036 -819.81860881149
170 19_33003722 19_32924036 -819.904471826965
171 19_33012897 19_32924036 -819.95938434878
172 19_33021521 19_32924036 -820.079448308162
173 19_33026219 19_32924036 -820.348980039883
174 19_33031442 19_32924036 -820.525971401443
175 19_33036664 19_32924036 -820.682706198905
176 19_33043094 19_32924036 -820.618317690481
177 19_33062165 19_32924036 -820.550543873971
178 19_33070659 19_32924036 -820.486883550041
179 19_33079153 19_32924036 -820.431236084224
180 19_33180334 19_32924036 -820.383534772279
181 19_33344193 19_32924036 -820.092362830091
182 19_33508051 19_32924036 -819.652760968502
183 19_33671910 19_32924036 -819.477539339325
184 19_33835768 19_32924036 -819.446264137906
185 19_33999626 19_32924036 -819.294380208051
186 19_34034981 19_32924036 -818.507827014853
187 19_34038599 19_32924036 -817.818238769408
188 19_34042217 19_32924036 -817.334240608705
189 19_34056872 19_32924036 -817.2403972483
190 19_34062754 19_32924036 -817.308690769558
191 19_34068636 19_32924036 -817.668284449454
192 19_34096619 19_32924036 -818.468641021334
193 19_34132400 19_32924036 -818.532920969637
194 19_34168181 19_32924036 -818.604466009696
195 19_34203962 19_32924036 -818.199419582184
196 19_34282346 19_32924036 -815.654499228715
197 19_34284190 19_32924036 -815.23658384686
198 19_34286034 19_32924036 -814.863308289786
199 19_34287879 19_32924036 -814.517316358684
200 19_34289723 19_32924036 -814.196097562303
201 19_34291568 19_32924036 -813.895822493453
202 19_34317647 19_32924036 -813.608952907415
203 19_34317951 19_32924036 -813.336739470352
204 19_34318256 19_32924036 -813.091117295892
205 19_34367155 19_32924036 -812.924599750722
206 19_34427004 19_32924036 -812.931187411045
207 19_34430634 19_32924036 -812.937587004639
208 19_34434265 19_32924036 -812.944042829029
