Var1 Var2 loglik
1 19_28790346 19_28790346 -817.049452848221
2 19_28792691 19_28790346 -817.323117736496
3 19_28939708 19_28790346 -817.395302922596
4 19_28966461 19_28790346 -817.412691790329
5 19_28979138 19_28790346 -817.442590479693
6 19_28991815 19_28790346 -817.48487045918
7 19_29004492 19_28790346 -817.289368765109
8 19_29017169 19_28790346 -817.066937599607
9 19_29029846 19_28790346 -816.757268014567
10 19_29089975 19_28790346 -816.339783173636
11 19_29244528 19_28790346 -814.870728461637
12 19_29367672 19_28790346 -814.968236419466
13 19_29395445 19_28790346 -814.508909581402
14 19_29423219 19_28790346 -814.389965176726
15 19_29450992 19_28790346 -814.362020750526
16 19_29551490 19_28790346 -814.231683499614
17 19_29699985 19_28790346 -815.606695891772
18 19_29826905 19_28790346 -815.611022658109
19 19_29868828 19_28790346 -815.658420064128
20 19_29898206 19_28790346 -815.724962360222
21 19_29927583 19_28790346 -815.804596884299
22 19_29939649 19_28790346 -815.891559671878
23 19_29945780 19_28790346 -815.865702918345
24 19_29951911 19_28790346 -815.946978831903
25 19_29958042 19_28790346 -815.611362238683
26 19_30077227 19_28790346 -815.716877182898
27 19_30166670 19_28790346 -815.710664734739
28 19_30172106 19_28790346 -815.864032945911
29 19_30177542 19_28790346 -816.060403192178
30 19_30181155 19_28790346 -816.365216715536
31 19_30181489 19_28790346 -816.797520132807
32 19_30181824 19_28790346 -817.290710121533
33 19_30198765 19_28790346 -817.827076159693
34 19_30223345 19_28790346 -818.120730032644
35 19_30235407 19_28790346 -818.177488170984
36 19_30239974 19_28790346 -818.212018994727
37 19_30244541 19_28790346 -818.246481126002
38 19_30249108 19_28790346 -818.281008078101
39 19_30253675 19_28790346 -818.315517372499
40 19_30258951 19_28790346 -818.349999378373
41 19_30270322 19_28790346 -818.3844493803
42 19_30281692 19_28790346 -818.418871118531
43 19_30322270 19_28790346 -818.45325985239
44 19_30431504 19_28790346 -818.513231583316
45 19_30438286 19_28790346 -818.692569540086
46 19_30445067 19_28790346 -818.917076154157
47 19_30451849 19_28790346 -819.184792650719
48 19_30574351 19_28790346 -819.230856645419
49 19_30671049 19_28790346 -819.427539780815
50 19_30676947 19_28790346 -819.683912545323
51 19_30682620 19_28790346 -821.100531484763
52 19_30688292 19_28790346 -822.770071954216
53 19_30695028 19_28790346 -824.484271819813
54 19_30713997 19_28790346 -823.176417352121
55 19_30732967 19_28790346 -821.564013463529
56 19_30751936 19_28790346 -821.686477965309
57 19_30770905 19_28790346 -822.252027424262
58 19_30789875 19_28790346 -822.83440456139
59 19_30822913 19_28790346 -823.251427210604
60 19_30871283 19_28790346 -823.283404906175
61 19_30875645 19_28790346 -823.315320229863
62 19_30880007 19_28790346 -823.347423207073
63 19_30948074 19_28790346 -823.388239938375
64 19_31046561 19_28790346 -824.221616846683
65 19_31048782 19_28790346 -824.116792012976
66 19_31051002 19_28790346 -824.194937129176
67 19_31053222 19_28790346 -824.490416713475
68 19_31055443 19_28790346 -825.010221401158
69 19_31057663 19_28790346 -825.725787203012
70 19_31071475 19_28790346 -826.392445444247
71 19_31171120 19_28790346 -827.433561281997
72 19_31192742 19_28790346 -828.539988983113
73 19_31202783 19_28790346 -828.515209313061
74 19_31205947 19_28790346 -828.52302863713
75 19_31209112 19_28790346 -828.562634009842
76 19_31212276 19_28790346 -828.545635665778
77 19_31215441 19_28790346 -828.529840310726
78 19_31218605 19_28790346 -828.520060889751
79 19_31221770 19_28790346 -828.516187095376
80 19_31224934 19_28790346 -828.518067100245
81 19_31228099 19_28790346 -828.510064919638
82 19_31230108 19_28790346 -828.385011847415
83 19_31231863 19_28790346 -826.684826087827
84 19_31233618 19_28790346 -826.61612281166
85 19_31235372 19_28790346 -826.629607299114
86 19_31237127 19_28790346 -826.715918035396
87 19_31238882 19_28790346 -826.862363448671
88 19_31240713 19_28790346 -827.053512157287
89 19_31243877 19_28790346 -827.274428125857
90 19_31256110 19_28790346 -827.380684465454
91 19_31277732 19_28790346 -827.420945712723
92 19_31299355 19_28790346 -827.46433768754
93 19_31320977 19_28790346 -827.510684323709
94 19_31342599 19_28790346 -827.559831143473
95 19_31364221 19_28790346 -827.611660118581
96 19_31385844 19_28790346 -827.658522073286
97 19_31438160 19_28790346 -827.695731107393
98 19_31447073 19_28790346 -827.71796002612
99 19_31449927 19_28790346 -827.768628778667
100 19_31452781 19_28790346 -828.261200675699
101 19_31455635 19_28790346 -828.225665414462
102 19_31458735 19_28790346 -828.096353124722
103 19_31466155 19_28790346 -827.969921317811
104 19_31543307 19_28790346 -827.858610045424
105 19_31558043 19_28790346 -827.775901602648
106 19_31572779 19_28790346 -827.026997722812
107 19_31587516 19_28790346 -827.264927867539
108 19_31653333 19_28790346 -827.526510873261
109 19_31694598 19_28790346 -827.824751319559
110 19_31735863 19_28790346 -828.142325699557
111 19_31777128 19_28790346 -828.231311409967
112 19_31814623 19_28790346 -828.35693796693
113 19_31816895 19_28790346 -828.51895391657
