Var1 Var2 loglik
1 19_31572779 19_31572779 -840.230950254758
2 19_31587516 19_31572779 -840.225427772429
3 19_31653333 19_31572779 -840.226830093821
4 19_31694598 19_31572779 -840.030305998049
5 19_31735863 19_31572779 -839.635857217664
6 19_31777128 19_31572779 -839.209278025066
7 19_31814623 19_31572779 -838.831934220752
8 19_31816895 19_31572779 -838.506241356815
9 19_31819167 19_31572779 -838.234243312211
10 19_31821439 19_31572779 -838.093786464348
11 19_31903650 19_31572779 -838.156362026635
12 19_31927743 19_31572779 -838.162939610868
13 19_31951836 19_31572779 -838.151796415338
14 19_32054356 19_31572779 -838.39090370163
15 19_32082893 19_31572779 -838.998049166117
16 19_32111430 19_31572779 -833.591305254574
17 19_32139966 19_31572779 -836.382133945108
18 19_32168503 19_31572779 -836.847319644524
19 19_32197040 19_31572779 -836.802166953363
20 19_32252908 19_31572779 -836.715623681329
21 19_32437021 19_31572779 -852.988896323549
22 19_32455155 19_31572779 -853.201242805572
23 19_32473289 19_31572779 -853.284337149427
24 19_32491424 19_31572779 -853.30960818353
25 19_32504071 19_31572779 -853.320262677351
26 19_32509776 19_31572779 -853.29771013607
27 19_32515498 19_31572779 -853.289662264864
28 19_32521248 19_31572779 -853.286473374264
29 19_32526997 19_31572779 -854.685355560618
30 19_32532746 19_31572779 -854.711455326189
31 19_32538495 19_31572779 -854.741437291582
32 19_32553828 19_31572779 -854.775359571197
33 19_32570619 19_31572779 -854.804270043281
34 19_32587410 19_31572779 -854.836432668792
35 19_32604201 19_31572779 -854.867982316407
36 19_32636598 19_31572779 -854.895169218506
37 19_32670407 19_31572779 -854.937098786359
38 19_32704215 19_31572779 -855.004200697688
39 19_32718469 19_31572779 -855.133848204759
40 19_32723063 19_31572779 -855.250413166275
41 19_32727657 19_31572779 -855.297027140604
42 19_32732250 19_31572779 -855.334800096938
43 19_32736844 19_31572779 -855.321183974612
44 19_32748650 19_31572779 -855.350052260781
45 19_32761174 19_31572779 -855.368269387763
46 19_32773697 19_31572779 -855.383258559595
47 19_32822102 19_31572779 -855.385360289831
48 19_32864464 19_31572779 -855.95420881264
49 19_32868705 19_31572779 -857.03490609602
50 19_32872946 19_31572779 -858.595156493635
51 19_32877188 19_31572779 -859.762651602535
52 19_32881429 19_31572779 -860.259163444305
53 19_32885671 19_31572779 -860.787732545481
54 19_32917514 19_31572779 -861.20475045071
55 19_32924036 19_31572779 -861.280121018717
56 19_32930557 19_31572779 -861.271706169405
57 19_32939488 19_31572779 -861.263387732517
58 19_32948350 19_31572779 -861.27694889228
59 19_32957213 19_31572779 -861.295324508815
60 19_32963717 19_31572779 -861.312523915043
61 19_32969874 19_31572779 -861.328561758185
62 19_32976031 19_31572779 -861.352433862744
63 19_32982188 19_31572779 -861.393887060848
64 19_32988345 19_31572779 -861.419899257219
65 19_32994548 19_31572779 -861.445442269435
66 19_33003722 19_31572779 -861.461406413274
67 19_33012897 19_31572779 -861.446084799497
68 19_33021521 19_31572779 -862.391254361743
69 19_33026219 19_31572779 -866.050941820557
70 19_33031442 19_31572779 -866.080588939144
71 19_33036664 19_31572779 -866.092340593466
72 19_33043094 19_31572779 -866.048891377447
73 19_33062165 19_31572779 -866.009218529555
74 19_33070659 19_31572779 -865.971018400462
75 19_33079153 19_31572779 -865.933265888113
76 19_33180334 19_31572779 -865.895871732793
77 19_33344193 19_31572779 -865.855283039763
78 19_33508051 19_31572779 -865.761369225894
79 19_33671910 19_31572779 -865.303190566849
80 19_33835768 19_31572779 -864.722941522846
81 19_33999626 19_31572779 -864.6273352864
82 19_34034981 19_31572779 -864.696581844597
83 19_34038599 19_31572779 -864.923209164693
84 19_34042217 19_31572779 -865.297986168723
85 19_34056872 19_31572779 -865.400437422687
86 19_34062754 19_31572779 -865.36499008804
87 19_34068636 19_31572779 -865.322217785022
88 19_34096619 19_31572779 -865.290693326265
89 19_34132400 19_31572779 -865.261261711482
90 19_34168181 19_31572779 -865.23282942517
91 19_34203962 19_31572779 -865.166207320099
92 19_34282346 19_31572779 -865.690768055978
93 19_34284190 19_31572779 -865.542002376029
94 19_34286034 19_31572779 -865.472743962367
95 19_31572779 19_31587516 -840.17927600383
96 19_31587516 19_31587516 -840.171813257671
97 19_31653333 19_31587516 -840.1713382673
98 19_31694598 19_31587516 -839.973230796686
99 19_31735863 19_31587516 -839.577280701416
100 19_31777128 19_31587516 -839.150732996949
101 19_31814623 19_31587516 -838.773440290482
102 19_31816895 19_31587516 -838.447814818899
103 19_31819167 19_31587516 -838.1758969869
